publisher;review_date;claim_text;review_url;normalized_label
africacheck;2023-01-19;"Nigerian billionaire Aliko Dangote didn’t profess eternal gratitude to ruling party candidate Bola Tinubu for helping him ‘set up’ US$20bn oil refinery""";https://africacheck.org/fact-checks/meta-programme-fact-checks/nigerian-billionaire-aliko-dangote-didnt-profess-eternal;FALSE
checkyourfact;2023-01-11;"A video shared on Facebook claims Ukraine killed 12 high-ranking Russian generals in a single day with High Mobility Artillery Rocket System (HIMARS) strikes.""";https://checkyourfact.com/2023/01/11/fact-check-ukraine-russia-general-deaths-himars/;FALSE
factcheck_afp;2023-01-05;"Man on drone waves Islamic flag during Qatar World Cup in 2022""";https://factcheck.afp.com/doc.afp.com.336G48W;FALSE
snopes;2023-01-18;"A brand of cigarettes in the 1950s, Kent cigarettes, used extremely toxic asbestos in their filters.""";https://www.snopes.com/fact-check/kent-cigarettes-asbestos-filters/;TRUE
snopes;2023-01-05;"Pope Benedict XVI requested that U.S. President Joe Biden not be invited to his funeral.""";https://www.snopes.com/fact-check/pope-benedict-xvi-biden-funeral/;FALSE
checkyourfact;2023-01-26;"A post shared on Facebook purports President Joe Biden’s White House Chief of Staff Ron Klain was arrested by the U.S. Special Forces for crimes regarding the 2020 presidential election.""";https://checkyourfact.com/2023/01/26/fact-check-ron-klain-chief-of-staff-arrested/;FALSE
truthorfiction;2023-01-10;"A January 2023 Imgur post depicts a real series of nobody wants to work anymore quotes, dating back to 1894.""";https://www.truthorfiction.com/nobody-wants-to-work-anymore-1894-to-2022/;TRUE
checkyourfact;2023-01-19;"A post shared on Facebook purports a military tribunal allegedly convicted former Food and Drug Administration (FDA) Commissioner Stephen Hahn on charges of treason and accessory to murder.""";https://checkyourfact.com/2023/01/19/fact-check-military-tribunal-stephen-hahn-treason/;FALSE
politifact;2023-01-26;"Video shows hecklers shouting profanities at President Joe Biden.""";https://www.politifact.com/factchecks/2023/jan/26/viral-image/another-altered-video-appears-to-show-an-outburst/;FALSE
checkyourfact;2023-01-09;"A video shared on Facebook purports a Walmart in Buffalo, New York had allegedly been devastated by ongoing looting following a blizzard.""";https://checkyourfact.com/2023/01/09/fact-check-video-walmart-looting-buffalo/;FALSE
politifact;2023-01-06;"Tee Higgins isn\'t even leaving the hospital till he knows (Damar) Hamlin is OK.""";https://www.politifact.com/factchecks/2023/jan/06/facebook-posts/higgins-is-not-stationed-at-the-hospital-with-haml/;FALSE
politifact;2023-01-31;"Video shows Congress erupting over U.S. Sen. Ted Cruz’s remarks.""";https://www.politifact.com/factchecks/2023/jan/31/facebook-posts/no-congress-didnt-erupt-when-sen-ted-cruz-made-the/;FALSE
factcheck_afp;2023-01-27;"Malaysia mandating second Covid booster ahead of Chinese tourist influx""";https://factcheck.afp.com/doc.afp.com.337R9MK;FALSE
snopes;2023-01-09;"A Spirit Airlines flight took off despite air traffic control ordering it to stay grounded due to an oncoming tornado.""";https://www.snopes.com/fact-check/spirit-airlines-ignore-tornado-warning/;FALSE
factcheck_afp;2023-01-31;"KitchenAid mixers are being recalled due to lead""";https://factcheck.afp.com/doc.afp.com.337W7WM;FALSE
truthorfiction;2023-01-31;"In January 2023, Marie Kondo admitted she was giving up on a clean home after [having] three kids.""";https://www.truthorfiction.com/is-marie-kondo-giving-up-on-tidying-after-three-kids/;MIXTURE
checkyourfact;2023-01-10;"A video shared on Facebook claims Wisconsin Republican Sen. Ron Johnson imprisoned Hunter Biden while showing information from his personal laptop.""";https://checkyourfact.com/2023/01/10/fact-check-ron-johnson-hunter-biden-jail-time/;FALSE
snopes;2023-01-06;"A 2018 photograph authentically shows U.S. Rep. Kevin McCarthy at a World Economic Forum panel in Davos, Switzerland, alongside Elaine Chao, then-U.S. Transportation secretary and wife of U.S. Sen. Mitch McConnell.""";https://www.snopes.com/fact-check/kevin-mccarthy-elaine-chao-mitch-mcconnell/;TRUE
snopes;2023-01-10;"U.S. President Joe Biden’s administration is planning to ban gas stoves over concerns surrounding climate change.""";https://www.snopes.com/fact-check/biden-ban-gas-stoves-climate-change/;FALSE
checkyourfact;2023-01-19;"A photo shared on Facebook allegedly shows a CNN headline reporting that Buffalo Bills safety Damar Hamlin’s doctor confirmed that his cardiac arrest was caused by a COVID-19 booster shot.""";https://checkyourfact.com/2023/01/19/fact-check-cnn-damar-hamlin-cardiac-arrest-covid-19-booster/;FALSE
africacheck;2023-01-26;"No, viral photos don’t show former Kenyan cabinet secretary ‘a few days’ before recent death""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-viral-photos-dont-show-former-kenyan-cabinet-secretary;FALSE
factcheck_afp;2023-01-20;"UN issues warning on new Covid-19 variant""";https://factcheck.afp.com/doc.afp.com.336U7ND;FALSE
fullfact;2023-01-25;"A video shows members of Rishi Sunak’s staff attending a Hindu festival in Downing Street.""";https://fullfact.org/online/rishi-sunak-pongal-festival/;FALSE
fullfact;2023-01-05;"Relatives of a 105-year-old grandmother are asking Facebook users to share a post 210 times.""";https://fullfact.org/online/grandmother-birthday-105-fake/;FALSE
snopes;2023-01-09;"Elon Musk bought Google.""";https://www.snopes.com/fact-check/elon-musk-bought-google/;FALSE
factcheck_afp;2023-01-18;"There is a herbal cure for HIV""";https://factcheck.afp.com/doc.afp.com.337C2FV;FALSE
politifact;2023-01-13;"The cost of eggs has gone up 700%.""";https://www.politifact.com/factchecks/2023/jan/13/facebook-posts/eggflation-social-media-post-scrambles-facts-high/;MIXTURE
factcheck_afp;2023-01-06;"Al-Nassr player ousted for refusing to give Ronaldo his jersey number""";https://factcheck.afp.com/doc.afp.com.336J96K;FALSE
factcheck_afp;2023-01-16;"Purtier Placenta has live stem cells to cure cancer, Alzheimer\'s disease""";https://factcheck.afp.com/doc.afp.com.334X6FL;FALSE
politifact;2023-01-26;"The sinking of the Titanic was orchestrated by the Rothschilds and J.P. Morgan to kill prominent businessmen who opposed the creation of the Federal Reserve.""";https://www.politifact.com/factchecks/2023/jan/26/instagram-posts/titanic-sinking-was-accident-caused-over-1500-deat/;FALSE
snopes;2023-01-03;"John Travolta died at the very end of 2022.""";https://www.snopes.com/fact-check/john-travolta-is-not-dead/;FALSE
politifact;2023-01-30;"The United States of America no longer exists because President Joe Biden signed away our sovereignty as a nation.""";https://www.politifact.com/factchecks/2023/jan/30/facebook-posts/the-us-still-exists-biden-didnt-sign-away-the-coun/;FALSE
snopes;2023-01-09;"A Pittsburgh Steelers player mimicked CPR on a fellow player a week after Buffalo Bills safety Damar Hamlin went into cardiac arrest during a game.""";https://www.snopes.com/fact-check/steelers-player-mimick-cpr-damar-hamlin/;TRUE
snopes;2023-01-04;"Ukrainian President Volodymyr Zelenskyy\'s administration advocated personal economic and restrictive sanctions be applied to any Christian caught worshiping in unapproved ways.""";https://www.snopes.com/fact-check/zelenskyy-christian-unapproved-ways/;FALSE
politifact;2023-01-25;"Virginia tax receipts in just the last four years alone have grown 50%.""";https://www.politifact.com/factchecks/2023/jan/25/glenn-youngkin/youngkin-near-mark-tax-growth-claim/;MIXTURE
politifact;2023-01-12;"Video shows Hillary Clinton being arrested.""";https://www.politifact.com/factchecks/2023/jan/12/viral-image/no-this-isnt-a-video-of-hillary-clinton-getting-ar/;FALSE
factcheck_afp;2023-01-07;"Image shows Narendra Modi\'s tonsured head after his mother\'s death""";https://factcheck.afp.com/doc.afp.com.336G6N9;FALSE
snopes;2023-01-03;"FIFA, the governing body for international football competition, will keep Pele\'s feet in its museum.""";https://www.snopes.com/fact-check/fifa-pele-feet-museum/;FALSE
fullfact;2023-01-19;"London and the South East will receive more levelling up funding than more deprived regions such as the North East and Yorkshire and The Humber.""";https://fullfact.org/economy/levelling-up-funding-2023/;MIXTURE
africacheck;2023-01-18;"Ignore scam Facebook page impersonating governor of Kenya’s Uasin Gishu county""";https://africacheck.org/fact-checks/meta-programme-fact-checks/ignore-scam-facebook-page-impersonating-governor-kenyas;FALSE
checkyourfact;2023-01-16;"An image shared on Facebook allegedly shows a photo of Pope John Paul II seated next to future popes Benedict XVI and Francis.""";https://checkyourfact.com/2023/01/16/fact-check-photo-pope-john-paul-ii-pope-benedict-pope-francis/;FALSE
factcheck_afp;2023-01-24;"Video of elephant attacking a vehicle is from India""";https://factcheck.afp.com/doc.afp.com.337D7W7;FALSE
politifact;2023-01-31;"Video shows people collapsing because of COVID-19 vaccines.""";https://www.politifact.com/factchecks/2023/jan/31/viral-image/videos-of-people-dropping-suddenly-arent-related-t/;FALSE
politifact;2023-01-26;"Sen. Josh Hawley told professor, I will not use your pronouns.""";https://www.politifact.com/factchecks/2023/jan/26/facebook-posts/sen-josh-hawley-didnt-tell-professor-he-refused-to/;FALSE
politifact;2023-01-30;"This photo shows former President Donald Trump last week.""";https://www.politifact.com/factchecks/2023/jan/30/viral-image/old-photo-former-president-donald-trump-used-hawk/;FALSE
factcheck_afp;2023-01-16;"Russian and Indonesian missiles destroyed Darwin, Australia""";https://factcheck.afp.com/doc.afp.com.336R9FA;FALSE
checkyourfact;2023-01-11;"A photo shared on Facebook allegedly shows a graphic from BBC illustrating the net worth of Ukrainian politicians, such as President Volodymyr Zelenskyy, during the country’s war with Russia.""";https://checkyourfact.com/2023/01/11/fact-check-bbc-graphic-ukrainian-officials-net-worth/;FALSE
snopes;2023-01-19;"The CEO of Moderna admitted during the 2023 World Economic Forum meeting in Davos that the company was making a COVID-19 vaccine in January of 2020 before SARS-CoV-2 even had a name.""";https://www.snopes.com/fact-check/moderna-ceo-davos-covid-vaccine/;FALSE
checkyourfact;2023-01-18;"A post shared on Facebook purports U.S. Marines allegedly rescued their commandant, Gen. David H. Berger, from a Central Intelligence Agency (CIA) safehouse.""";https://checkyourfact.com/2023/01/18/fact-check-marines-berger-cia-safehouse/;FALSE
checkyourfact;2023-01-31;"A video shared on social media purportedly shows German military equipment being prepared in a delivery to Ukraine.""";https://checkyourfact.com/2023/01/31/fact-check-german-military-tanks-ukraine/;FALSE
politifact;2023-01-23;"Damar Hamlin wasn’t at the Buffalo Bills\' playoff game.""";https://www.politifact.com/factchecks/2023/jan/23/tiktok-posts/damar-hamlin-appeared-at-the-buffalo-bills-game-co/;FALSE
truthorfiction;2023-01-23;"In January 2023 Pink Floyd shared a logo to Facebook, triggering an anti-woke user meltdown due to a prominent rainbow.""";https://www.truthorfiction.com/pink-floyds-woke-50th-anniversary-rainbow-controversy/;MIXTURE
factcheck_afp;2023-01-17;"Dr Manila Crocodile Scar Removal Serum is FDA-approved.""";https://factcheck.afp.com/doc.afp.com.336U6D9;FALSE
africacheck;2023-01-25;"Water consumption in Gauteng per person per day is over 300 litres against a world average of 173 litres per person per day.""";https://africacheck.org/fact-checks/reports/almost-double-world-average-debunking-government-claims-about-water-use-south;FALSE
factcheck_afp;2023-01-23;"Kenyan landlords to pay 30 percent tax on rental income""";https://factcheck.afp.com/doc.afp.com.337H3V9;FALSE
snopes;2023-01-01;"An authentic Marlboro cigarette ad from the 1950s used the image of a baby to market cigarettes to women.""";https://www.snopes.com/fact-check/marlboro-cigarette-baby-ad/;TRUE
factcheck_afp;2023-01-27;"Image shows genuine headline from The Conversation""";https://factcheck.afp.com/doc.afp.com.337W9TW;FALSE
checkyourfact;2023-01-24;"A video shared on Instagram claims to show a Ukrainian buggy ambushing a Russian tank squad.""";https://checkyourfact.com/2023/01/24/fact-check-ukrainian-ambush-russian-squad/;FALSE
politifact;2023-01-20;"Harvard Medical School students learn how to care for LGBTQIA+ infants.""";https://www.politifact.com/factchecks/2023/jan/20/tiktok-posts/harvard-medical-students-arent-being-taught-that-i/;FALSE
politifact;2023-01-24;"Classified documents can never be taken out of a (sensitive compartmented information facility), ever.""";https://www.politifact.com/factchecks/2023/jan/24/brian-fitzpatrick/gop-congressman-oversimplifies-claim-classified-do/;MIXTURE
politifact;2023-01-26;"In California, there were 10 million mail ballots unaccounted for in the November midterm election.""";https://www.politifact.com/factchecks/2023/jan/26/public-interest-legal-foundation/millions-of-california-ballots-were-simply-unused/;FALSE
africacheck;2023-01-11;"No, Nigeria’s former military leader Babaginda didn’t tweet support for Obasanjo’s endorsement of presidential candidate Obi""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerias-former-military-leader-babaginda-didnt-tweet;FALSE
snopes;2023-01-11;"The IRS is a privately owned company that contracts with the U.S. Department of Treasury.""";https://www.snopes.com/fact-check/irs-privately-owned-department-of-treasury/;FALSE
truthorfiction;2023-01-09;"In January 2023, American farmers won the right to repair John Deere equipment.""";https://www.truthorfiction.com/john-deere-and-right-to-repair-explained/;MIXTURE
factcheck_afp;2023-01-20;"Dubai jobs application site for Ethiopians""";https://factcheck.afp.com/doc.afp.com.337G33L;FALSE
snopes;2023-01-20;"Republicans aligned with the U.S. House Freedom Caucus were advocating a 30% sales tax in early 2023.""";https://www.snopes.com/fact-check/freedom-caucus-30-percent-sales-tax/;TRUE
snopes;2023-01-26;"Ukraine’s constitution states that it is the duty of the state to preserve the gene pool of the Ukrainian people.""";https://www.snopes.com/fact-check/ukraines-constitution-gene-pool/;MIXTURE
snopes;2023-01-04;"Before U.S. Rep. Kevin McCarthy\'s bid in 2023, it had been a century since it took more than one round of votes to elect a Speaker of the House.""";https://www.snopes.com/fact-check/century-house-speaker-multiple-votes/;TRUE
politifact;2023-01-18;"Social Security has nothing to do with the deficit or the national debt.""";https://www.politifact.com/factchecks/2023/jan/18/occupy-democrats/social-security-does-add-to-federal-budget-deficit/;MIXTURE
politifact;2023-01-23;"A video shows wreckage of the recent plane crash in Nepal.""";https://www.politifact.com/factchecks/2023/jan/23/facebook-posts/video-shows-a-tour-of-a-war-of-the-worlds-movie-se/;FALSE
africacheck;2023-01-27;"No evidence that okra steeped in water will help you get pregnant""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-evidence-okra-steeped-water-will-help-you-get-pregnant;FALSE
politifact;2023-01-12;"The White House is now attempting to ban all gas ovens and burners.""";https://www.politifact.com/factchecks/2023/jan/12/sean-hannity/white-house-not-banning-gas-stoves-and-ovens/;FALSE
factcheck_afp;2023-01-18;"Video shows Sri Lankans dancing to welcome IMF officials to the country""";https://factcheck.afp.com/doc.afp.com.33787AY;FALSE
snopes;2023-01-09;"A genuine email message says you\'ve won a $500 gift card for Ulta Beauty.""";https://www.snopes.com/fact-check/ulta-beauty-email-scam-500-gift-card/;FALSE
africacheck;2023-01-18;"Beware Facebook account abusing name of Uganda’s deputy prisons chief""";https://africacheck.org/fact-checks/meta-programme-fact-checks/beware-facebook-account-abusing-name-ugandas-deputy-prisons;FALSE
africacheck;2023-01-31;"No, presidential candidate Obi didn’t say he pulled 439 million Nigerians out of poverty""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-presidential-candidate-obi-didnt-say-he-pulled-439;FALSE
snopes;2023-01-30;"A Google product designed to compete with Apple\'s AirTag and Samsung\'s SmartTag is named the G-Spot.""";https://www.snopes.com/fact-check/google-g-spot/;FALSE
politifact;2023-01-13;"Magic Johnson tested positive for HIV because Fauci’s gain of function study used a contaminated Hepatitis B vaccine.""";https://www.politifact.com/factchecks/2023/jan/13/instagram-posts/magic-johnson-did-not-contract-hiv-contaminated-va/;FALSE
africacheck;2023-01-10;"No evidence South African provincial minister Nomusa Dube made racial remark in 2011 statement about deadly KwaZulu-Natal lightning strikes""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-evidence-south-african-provincial-minister-nomusa-dube;FALSE
snopes;2023-01-17;"A committee has proposed that the city of San Francisco give $5 million each to qualifying Black people as part of a reparations plan to cover economic and opportunity losses the community has endured throughout history, both due to the city’s policies and the wider effects of societal discrimination.""";https://www.snopes.com/fact-check/san-francisco-5-million-black-reparations/;TRUE
factcheck_afp;2023-01-13;"Polar bear population is increasing""";https://factcheck.afp.com/doc.afp.com.336X8XE;FALSE
factcheck_afp;2023-01-31;"Video shows Pakistan\'s foreign minister Bilawal Bhutto Zardari dancing""";https://factcheck.afp.com/doc.afp.com.33863VU;FALSE
checkyourfact;2023-01-05;"A photo shared on Facebook allegedly shows President Joe Biden touching a child inappropriately during a public event.""";https://checkyourfact.com/2023/01/05/fact-check-biden-touching-a-child-inappropriately/;FALSE
africacheck;2023-01-25;"No, ‘hot pineapple water’ won’t cure cancer""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-hot-pineapple-water-wont-cure-cancer;FALSE
africacheck;2023-01-24;"No, weight-loss rings sold on Facebook just another scam, like other magnetic jewellery""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-weight-loss-rings-sold-facebook-just-another-scam-other;FALSE
snopes;2023-01-04;"A news release was posted on U.S. Rep. George Santos\' website saying he was sworn into office on Jan. 3, 2023, even though the U.S. House had not yet elected a speaker to conduct swearing-in ceremonies.""";https://www.snopes.com/fact-check/george-santos-sworn-into-house-error/;TRUE
snopes;2023-01-27;"A digital rendering accurately shows a 3D model of what Moses might have looked like, created by scientists at Exeter University.""";https://www.snopes.com/fact-check/3d-recreation-moses-hulk-hogan/;FALSE
factcheck_afp;2023-01-18;"Video of late Pakistani ruler\'s confidant singing a song""";https://factcheck.afp.com/doc.afp.com.336Y7H6;FALSE
checkyourfact;2023-01-30;"A post shared on Facebook purports New Mexico-based TV station KOB4 allegedly sent a tweet highlighting a study linking gas stoves with a 47.3 percent increased risk of cardiovascular events.""";https://checkyourfact.com/2023/01/30/fact-check-gas-stoves-cardiovascular-events-tweet/;FALSE
snopes;2023-01-02;"Actor Morgan Freeman said, Your age doesn\'t define your maturity, your grades don\'t define your intelligence, and rumors don\'t define who you are.""";https://www.snopes.com/fact-check/morgan-freeman-age-doesnt-define-maturity/;FALSE
factcheck_afp;2023-01-19;"Photo shows Cristiano Ronaldo marrying Georgina Rodriguez in Saudi Arabia""";https://factcheck.afp.com/doc.afp.com.337C2G2;FALSE
checkyourfact;2023-01-18;"A video shared on Facebook claims that the North Atlantic Treaty Organization (NATO) entered Ukraine and launched attacks against Russia.""";https://checkyourfact.com/2023/01/18/fact-check-nato-intervention-ukraine/;FALSE
snopes;2023-01-12;"Singer and actress Cher died in December 2022 or January 2023.""";https://www.snopes.com/fact-check/cher-death-hoax/;FALSE
snopes;2023-01-11;"U. S. President Joe Biden was building a wall on his beach house property using taxpayer money in 2023.""";https://www.snopes.com/fact-check/biden-wall-rehoboth/;TRUE
snopes;2023-01-02;"Buildings in Hong Kong are designed with dragon gates in accordance with feng shui.""";https://www.snopes.com/fact-check/buildings-hong-kong-holes-dragon/;TRUE
africacheck;2023-01-26;"Beware fake Facebook pages impersonating Helb, Kenya’s varsity loan agency""";https://africacheck.org/fact-checks/meta-programme-fact-checks/beware-fake-facebook-pages-impersonating-helb-kenyas-varsity;FALSE
snopes;2023-01-11;"The FAA flight stoppage of Jan. 11, 2023, was the first time the agency grounded all U.S. flights since the terrorist attacks of Sept. 11, 2001.""";https://www.snopes.com/fact-check/faa-orders-flights-grounded-first-time-since-911/;MIXTURE
factcheck_afp;2023-01-31;"A video shows looting in Memphis after the release of Tyre Nichols footage""";https://factcheck.afp.com/doc.afp.com.33882KK;FALSE
africacheck;2023-01-31;"No, Elon Musk’s Twitter Files don’t mention – or ‘expose’ – Bill Gates""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-elon-musks-twitter-files-dont-mention-or-expose-bill;FALSE
checkyourfact;2023-01-17;"A video shared on Instagram purports that World Economic Forum (WEF) chairman Klaus Schwab confirmed an imminent cyber attack.""";https://checkyourfact.com/2023/01/17/fact-check-wef-chairman-cyber-attack-video/;FALSE
politifact;2023-01-20;"The Federal Aviation Administration widened its electrocardiogram parameters for pilots because a substantial number of airline pilots have had serious heart damage from COVID-19 vaccines.""";https://www.politifact.com/factchecks/2023/jan/20/instagram-posts/faa-medical-guidelines-changed-advice-cardiologist/;FALSE
snopes;2023-01-20;"California lost over 10 million mail-in ballots in 2022.""";https://www.snopes.com/fact-check/pilf-california-mail-in-ballots-2022/;FALSE
snopes;2023-01-04;"A photograph shows Kevin McCarthy watching himself lose a vote for Speaker of the House.""";https://www.snopes.com/fact-check/kevin-mccarthy-losing-speaker/;TRUE
africacheck;2023-01-31;"Don’t be conned – ads offering jobs at Coca-Cola in Kenya a scam""";https://africacheck.org/fact-checks/meta-programme-fact-checks/dont-be-conned-ads-offering-jobs-coca-cola-kenya-scam;FALSE
fullfact;2023-01-23;"Fenbendazole, the main ingredient in some dog wormers, kills almost every cancer.""";https://fullfact.org/health/fenbendazole-no-evidence-cancer-cure/;TRUE
factcheck_afp;2023-01-20;"Inhaling hydrogen peroxide can cure respiratory infections""";https://factcheck.afp.com/doc.afp.com.337C8TP;FALSE
africacheck;2023-01-31;"Don’t be conned by Facebook page impersonating Kenyan church""";https://africacheck.org/fact-checks/meta-programme-fact-checks/dont-be-conned-facebook-page-impersonating-kenyan-church;FALSE
politifact;2023-01-04;"Buffalo Bills player Damar Hamlin’s collapse was caused by the COVID-19 vaccine.""";https://www.politifact.com/factchecks/2023/jan/04/instagram-posts/damar-hamlin-remains-hospital-anti-vaxxers-spread/;FALSE
factcheck_afp;2023-01-19;"Gino Odjick died suddenly from a heart attack at 52""";https://factcheck.afp.com/doc.afp.com.337C7MJ;FALSE
checkyourfact;2023-01-09;"A photo shared on Facebook alleges CNN reported in June 2022 that Taiwanese President Tsai Ing-Wen said LGBTQ+ and women’s rights would be destroyed if China invaded.""";https://checkyourfact.com/2023/01/09/fact-check-cnn-tweet-taiwanese-president/;FALSE
fullfact;2023-01-06;"The claim that the daily rate of vaccine deaths is now higher than Covid deaths has been discussed in the House of Commons.""";https://fullfact.org/online/covid-vaccine-house-of-commons/;TRUE
snopes;2023-01-26;"The Florida High School Athletics Association (FHSAA) voted to recommend that student athletes be required to turn in their menstrual histories to schools.""";https://www.snopes.com/fact-check/florida-athletes-menstrual-periods/;TRUE
factcheck_afp;2023-01-20;"Photo shows Vladimir Putin reading a book by ousted Pakistan PM Khan""";https://factcheck.afp.com/doc.afp.com.337A8UF;FALSE
checkyourfact;2023-01-23;"A post shared on Facebook purports World Economic Forum (WEF) founder and chairperson Klaus Schwab allegedly said bioengineering is the next general purpose technology.""";https://checkyourfact.com/2023/01/23/fact-check-schwab-bioengineering-general-technology/;FALSE
factcheck_afp;2023-01-31;"UK PM\'s staff celebrating Pongal and Makar Sankranti feast""";https://factcheck.afp.com/doc.afp.com.337X87T;FALSE
checkyourfact;2023-01-03;"A video shared on Facebook claims the Russians withdrew from Bakhmut and other southern regions during their offensive in Ukraine.""";https://checkyourfact.com/2023/01/03/fact-check-russians-withdraw-bakhmut/;FALSE
checkyourfact;2023-01-20;"An image shared on Facebook purports Microsoft founder, Bill Gates, suggested solving vaccine hesitancy by injecting it in food.""";https://checkyourfact.com/2023/01/20/fact-check-bill-gates-vaccine-food-supply/;FALSE
snopes;2023-01-29;"Elon Musk warned that a woke mind virus was destroying civilization.""";https://www.snopes.com/fact-check/elon-musk-woke-mind-virus/;TRUE
factcheck_afp;2023-01-20;"Seniors can receive thousands in funeral benefits from state program""";https://factcheck.afp.com/doc.afp.com.337C92G;FALSE
truthorfiction;2023-01-06;"A photograph shows Rep.-elect George Santos (R-New York) using a hand gesture associated with white supremacists in Congress on January 5 2023.""";https://www.truthorfiction.com/george-santos-hand-gesture/;TRUE
checkyourfact;2023-01-02;"An image shared on Facebook purportedly shows a cover from French satirical magazine Charlie Hebdo portraying Ukrainian President Volodymyr Zelenskyy mockingly stealing gifts from the Nativity of Jesus.""";https://checkyourfact.com/2023/01/02/fact-check-satirical-magazine-zelenskyy-stealing-jesus/;FALSE
africacheck;2023-01-11;"No, president Ruto did not urge Kenyans to continue ‘killing gay people’ – online graphic is fake""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-president-ruto-did-not-urge-kenyans-continue-killing-gay;FALSE
factcheck_afp;2023-01-18;"IPCC report indicates 2052 is more important than 2030 for climate action""";https://factcheck.afp.com/doc.afp.com.33798YV;FALSE
checkyourfact;2023-01-13;"An image shared on Facebook allegedly shows a headline in the style of the New York Post reporting Viktor Bout, the Russian prisoner traded in exchange for WNBA player Britney Griner, returned to arms dealing.""";https://checkyourfact.com/2023/01/13/fact-check-new-york-post-viktor-bout-return-arms-dealing/;FALSE
factcheck_afp;2023-01-12;"Photo shows border bridge between Kenya and Uganda""";https://factcheck.afp.com/doc.afp.com.336X3WH;FALSE
factcheck_afp;2023-01-24;"Mosque demolished in India\'s Uttar Pradesh for hoisting Pakistan\'s flag""";https://factcheck.afp.com/doc.afp.com.337E3A6;FALSE
factcheck_afp;2023-01-17;"A clip shows Tom Hanks calling a child beauty pageant contestant sexy""";https://factcheck.afp.com/doc.afp.com.336Z9ZP;FALSE
politifact;2023-01-11;"A default on our debt would be unprecedented in American history.""";https://www.politifact.com/factchecks/2023/jan/11/hakeem-jeffries/hakeem-jeffries-said-a-debt-limit-default-would-be/;MIXTURE
factcheck_afp;2023-01-12;"Jessica Robb of CTV\'s medical incident is tied to the Covid-19 vaccine""";https://factcheck.afp.com/doc.afp.com.336V7EC;FALSE
checkyourfact;2023-01-16;"A photo shared on Facebook purports Prince Harry’s memoir, Spare is being sold at the British variety store Poundland.""";https://checkyourfact.com/2023/01/16/fact-check-prince-harrys-book-poundland/;FALSE
factcheck_afp;2023-01-25;"Nigeria’s Abubakar led Nigeria\'s Economic Management Team""";https://factcheck.afp.com/doc.afp.com.337N3C7;FALSE
politifact;2023-01-19;"CNN reported that Damar Hamlin’s doctor confirmed his cardiac arrest was caused by a COVID-19 vaccine booster.""";https://www.politifact.com/factchecks/2023/jan/19/viral-image/headline-about-damar-hamlins-doctor-connecting-car/;FALSE
snopes;2023-01-11;"A newly sworn-in U.S. House Republican majority in 2023 will vote on a bill that would abolish the IRS.""";https://www.snopes.com/fact-check/republicans-vote-abolish-irs/;TRUE
politifact;2023-01-17;"Video shows Elon Musk talking about what every failed leader he met had in common.""";https://www.politifact.com/factchecks/2023/jan/17/viral-image/altered-video-elon-musk-uses-2017-interview-about/;FALSE
truthorfiction;2023-01-24;"In January 2023, the Doomsday Clock was moved to 90 seconds to midnight, which is the closest it\'s ever been.""";https://www.truthorfiction.com/the-doomsday-clock-was-moved-to-90-seconds-to-midnight-the-closest-its-ever-been/;MIXTURE
checkyourfact;2023-01-24;"A photo shared on Facebook allegedly shows a Telegraph article covering a man saving for early retirement after being given significant amounts of money from relatives.""";https://checkyourfact.com/2023/01/24/fact-check-telegraph-uncle-financial-advice/;FALSE
truthorfiction;2023-01-11;"In January 2023, information came to light indicating President Joe Biden retained classified documents like President Trump.""";https://www.truthorfiction.com/joe-biden-classified-documents-controversy/;MIXTURE
checkyourfact;2023-01-02;"A video shared on Facebook claims the Ukrainians were able to drive the Russian military out of the country.""";https://checkyourfact.com/2023/01/02/fact-check-video-ukraine-russia-territories/;FALSE
politifact;2023-01-30;"NASA stopped exploring the ocean.""";https://www.politifact.com/factchecks/2023/jan/30/instagram-posts/final-frontier-no-nasa-didnt-stop-studying-oceans/;FALSE
truthorfiction;2023-01-10;"In December 2022, the Keystone pipeline ruptured for the 23rd time since 2010 and spilled 14,000 bathtubs\' worth of oil in Kansas.""";https://www.truthorfiction.com/keystone-pipeline-kansas-leak/;TRUE
factcheck_afp;2023-01-26;"Sri Lankan bans massage therapists from massaging the opposite sex""";https://factcheck.afp.com/doc.afp.com.337F9JG;FALSE
factcheck_afp;2023-01-04;"Video shows President Ferdinand Marcos launching new 5,000-peso bill""";https://factcheck.afp.com/doc.afp.com.33687L4;FALSE
truthorfiction;2023-01-27;"A January 2023 Fox Business segment misinterpreted a joke tweet from A&W Restaurants about putting pants on a bear mascot.""";https://www.truthorfiction.com/aw-root-bear-bear-mascot-twitter-joke-ends-up-on-fox-news/;TRUE
